sentence,Index
"हैदराबाद येथील लाल बदाहूर टेनिस कोर्टवर सानियाने रोहन बोपण्णा, युवराज सिंग, खास मैत्रीण बेथनी माटेक-सँड्स, इव्हान डोडिग, कॅरा ब्लॅक आणि मारियन बाटरेली यांसारख्या आपल्या लाडक्या सहकाऱ्यांबरोबर मैत्रीपूर्ण लढती खेळल्या",2
याच कोर्टवर जवळपास दोन दशकांपूर्वी कारकीर्दीतील पहिले ‘डब्ल्यूटीए’ एकेरीचे विजेतेपद मिळवत सानियाने आपल्या उदयाची झलक दाखवली होती.,2
"नंतर एकेरीत नाही, पण दुहेरीत सानियाने आपले वेगळे स्थान निर्माण केले.",2
"सानियाची अखेरची सव्‍‌र्हिस पाहण्यासाठी केंद्रीय विधिमंत्री किरेन रिजिजू, माजी क्रिकेट कर्णधार मोहम्मद अझरुद्दीन, क्रिकेटपटू युवराज सिंग, रॉबिन उथप्पा, अनन्या बिर्ला, हुमा कुरेशी अशा प्रथितयश व्यक्तींबरोबर असंख्य चाहते, सानियाचे कुटुंबीय, सानिया मिर्झा अकादमीतील भावी खेळाडू यांची उपस्थितीही लक्षवेधी ठरली.",2
जागतिक हॉकी स्पर्धेतील अपयशानंतर भारताने जगज्जेत्या जर्मनीलाच पराभूत करून प्रो लीग हॉकीच्या नव्या हंगामास शुक्रवारी सनसनाटी सुरुवात केली.,2
"आता दुसऱ्या सामन्यात रविवारी त्यांचा सामना ऑस्ट्रेलियाशी होणार असून, भारतीय संघासमोर सातत्य राखण्याचे आव्हान असेल.",2
जागतिक हॉकी स्पर्धेत भारताला नवव्या स्थानावर समाधान मानावे लागले.,2
हे अपयश पचवून भारतीय पुरुष खेळाडू हंगामी प्रशिक्षकांच्या मार्गदर्शनाखाली प्रो लीगमध्ये उतरले तेव्हा भारताकडून किमान कामगिरीची अपेक्षा बाळगली गेली.,2
"मात्र, पहिल्याच सामन्यात भारतीय खेळाडूंनी जगज्जेत्या जर्मनीला ३-२ असे पराभूत केले होते.",2
"मुंबई शहर विरुद्ध अमरावती, अहमदनगर विरुद्ध वाशीम अशा पुरुषांत, तर पुणे विरुद्ध नागपूर, मुंबई शहर विरुद्ध अमरावती अशा महिलांतील लढतीने ‘२१व्या छत्रपती शिवाजी महाराज चषक’ वरिष्ठ गट पुरुष व महिला कबड्डी स्पर्धेला शनिवारपासून सुरुवात होईल.",2
"क्रीडा व युवक सेवा संचालनालय, महाराष्ट्र शासन व महाराष्ट्र राज्य कबड्डी संघटना यांच्या संयुक्त विद्यमाने जळगांव जिल्हा कबड्डी संघटनेच्या यजमानपदाखाली या स्पर्धेचे आयोजन करण्यात आले आहे.",2
जळगांव येथील सागर पार्क मैदानावर ११ ते १४ मार्च या कालावधीत महाराष्ट्रातील दोन कबड्डी संघटनांतील १६-१६ जिल्ह्याच्या संघात ही स्पर्धा रंगेल,2
या स्पर्धेत आतापर्यंत दोन्ही विभागांत महाराष्ट्रातील जिल्ह्याच्या संघांनी वर्चस्व राखले आहे.,2
यंदाच्या स्पर्धेत विदर्भ जिल्ह्यातील संघांनीदेखील जोरदार तयारी केली आहे. त्यामुळे स्पर्धेत चुरस पाहायला मिळेल.,2
एरिक मॅक्सिम चौपो-मोटिंग आणि सर्ज गनाब्री यांनी केलेल्या गोलच्या जोरावर बायर्न म्युनिकने चॅम्पियन्स लीग फुटबॉलमधील उपउपांत्यपूर्व फेरीच्या दुसऱ्या टप्प्यातील सामन्यात पॅरिस सेंट-जर्मेन संघाला २-० असे पराभूत केले,2
. दोन लढतींमध्ये बायर्नने ही लढत ३-० अशा फरकाने जिंकत उपांत्यपूर्व फेरी गाठली.,2
लिओनेल मेसी आणि किलियन एम्बापेसारख्या तारांकित खेळाडूंचा सहभाग असलेल्या सेंट-जर्मेन संघाला चॅम्पियन्स लीगचे एकदाही जेतेपद मिळवता आले नसून बायर्नविरुद्धही त्यांनी निराशा केली.,2
दुसऱ्या टप्प्यातील सामन्याच्या पहिल्या सत्रात आक्रमक खेळ करूनही सेंट-जर्मेनला बायर्नचा बचाव भेदता आला नाही.,2
त्यामुळे मध्यंतरापर्यंत सामना गोलशून्य बरोबरीत होता.,2
दुसऱ्या सत्रात म्युनिकने आक्रमणाची गती वाढवली.,2
६१ व्या मिनिटाला आघाडीपटू चौपो-मोटिंगने गोल करत बायर्नला १-० अशी आघाडी मिळवून दिली.,2
यानंतर प्रतिहल्ला करताना गनाब्रीने (८९ व्या मि.) गोल झळकावत बायर्नची आघाडी दुप्पट केली.,2
"ही आघाडी अखेपर्यंत राखताना बायर्नने विजय नोंदवला. त्यापूर्वी, पहिल्या टप्प्यातील सामन्यात किंगस्ले कोमानच्या गोलमुळे बायर्नने १-० असा विजय मिळवला होता.",2
कसोटी क्रिकेटमध्ये तीन वर्षांहूनही अधिक कालावधीपासूनचा शतकाचा दुष्काळ विराट कोहलीने अखेरीस संपुष्टात आणला.,2
कोहलीच्या १८६ धावांच्या अप्रतिम खेळीच्या बळावर भारताने ऑस्ट्रेलियाविरुद्ध चौथ्या कसोटी क्रिकेट सामन्याच्या पहिल्या डावात आघाडी मिळवली.,2
"मग पुन्हा फलंदाजीला आलेल्या ऑस्ट्रेलियाची रविवारी, सामन्याच्या चौथ्या दिवसअखेर बिनबाद ३ अशी धावसंख्या होती.",2
अहमदाबादच्या नरेंद्र मोदी स्टेडियमवरील सपाट खेळपट्टी फलंदाजांसाठी नंदनवन ठरते आहे.,2
. फलंदाजीला अनुकूल अशा या खेळपट्टीचा कोहलीने पुरेपूर फायदा घेताना नोव्हेंबर २०१९ नंतरचे पहिले कसोटी शतक झळकावले.,2
हे त्याच्या कारकीर्दीतील २८वे कसोटी शतक ठरले.,2
. त्याने ३६४ चेंडूंचा सामना करताना १५ चौकारांच्या मदतीने १८६ धावांची खेळी केल्यामुळे भारताने पहिल्या डावात ५७१ धावांची मजल मारली.,2
भारताला पहिल्या डावात ९१ धावांची आघाडी मिळाली.,2
या सामन्याच्या चौथ्या दिवशी सर्वाचे लक्ष कोहलीकडे होते.,2
. गेल्या काही वर्षांत कसोटी क्रिकेटमध्ये लौकिकाला साजेशी कामगिरी करण्यात अपयश येत असल्याने कोहलीवर टीकाही झाली.,2
"मात्र, त्याने ऑस्ट्रेलियन गोलंदाजांना नेटाने सामना करताना दिमाखदार खेळी केली.",2
"खेळपट्टी सपाट असली, तरी फलंदाजांना धावा करण्यासाठी संयम बाळगावा लागतो आहे.",2
कोहली एरवी धावफलक हलता ठेवणारा फलंदाज म्हणून ओळखला जातो,2
"मात्र, रविवारी कोहलीने अधिक लक्षपूर्वक आणि शिस्तबद्ध फलंदाजी केली.",2
उजव्या यष्टीबाहेरील चेंडूवर फटके मारणे त्याने टाळले.,2
"त्याने आपल्या डावातील पाचवा चौकार हा ८९व्या चेंडूवर मारला होता, तर सहावा चौकार २५१व्या चेंडूवर मारला.",2
या दरम्यान त्याने १६२ चेंडू खेळले.,2
कोहलीने शतक पूर्ण करण्यासाठी २४१ चेंडू घेतले.,2
कसोटी कारकीर्दीतील त्याचे हे दुसरे सर्वात संथ शतक ठरले,2
"मात्र, त्याची ही खेळी भारतासाठी अत्यंत महत्त्वाची ठरली.",2
भारताने चौथ्या दिवशी ३ बाद २८९ धावांवरून पुढे खेळण्यास सुरुवात केली होती.,2
"कोहलीने सुरुवातीला रवींद्र जडेजासह(८४ चेंडूंत २८) चौथ्या गडय़ासाठी ६४ धावांची, तर केएस भरतसह(८८ चेंडूंत ४४) पाचव्या गडय़ासाठी ८४ धावांची भागीदारी रचली.",2
त्यानंतर डावखुऱ्या अक्षर पटेलचीही कोहलीला तोलामोलाची साथ लाभली.,2
अक्षरने ऑस्ट्रेलियन गोलंदाजांवर प्रतिहल्ला करताना ११३ चेंडूंत पाच चौकार आणि चार षटकारांच्या मदतीने ७९ धावांची खेळी केली.,2
अक्षरचे या मालिकेतील हे तिसरे अर्धशतक ठरले,2
त्याने आणि कोहलीने सहाव्या गडय़ासाठी १६२ धावांची भर घातली.,2
अक्षरला मिचेल स्टार्कने माघारी पाठवत ही जोडी फोडली.,2
यानंतर रविचंद्रन अश्विन (७) आणि उमेश यादव (०) यांना फार काळ खेळपट्टीवर टिकता आले नाही.,2
एका बाजूने गडी बाद होत असल्याने कोहलीने धावांची गती वाढवण्याचा प्रयत्न केला. अखेर तो मोठा फटका मारण्याच्या नादात माघारी परतला.,2
कोहलीचे द्विशतक १४ धावांनी हुकले,2
भारताचा पहिला डाव ५७१ धावांवर संपुष्टात आला.,2
जायबंदी श्रेयस अय्यरने फलंदाजी केली नाही.,2
कोहलीने या डावात केलेली १८६ धावांची खेळी ही ऑस्ट्रेलियाविरुद्ध त्याची सर्वोच्च वैयक्तिक कसोटी धावसंख्या ठरली.,2
कोहलीचे हे आंतरराष्ट्रीय क्रिकेटमधील ७५वे शतक आहे.,2
. अशी कामगिरी करणारा तो सचिन तेंडुलकरनंतर (१००) दुसराच फलंदाज ठरला.,2
ऑस्ट्रेलियाविरुद्ध कोहलीचे हे १६वे (एकदिवसीय आणि कसोटीत प्रत्येकी ८) शतक आहे.,2
कोहलीचे हे कसोटी कारकीर्दीतील २८वे आणि भारतातील १४वे शतक आहे.,2
मागील दोन कसोटी शतकांमध्ये ४१ डावांचे अंतर होते.,2
"उदयोन्मुख खेळाडूंना प्रोत्साहन देण्यासाठी एक पाऊल पुढे असणाऱ्या ‘लक्ष्य’ या संस्थेने आपल्या कामाची व्याप्ती वाढवली असून, एकूण ४० खेळाडूंशी करार केला.",2
यामध्ये नव्या १२ खेळाडूंचा समावेश करण्यात आला आहे.,2
संस्थेच्या १३व्या वर्धापन दिनानिमित्ताने हा निर्णय घेण्यात आले.,2
देशभरातील विविध खेळाडूंच्या पाठीमागे आधार म्हणून उभे राहण्याच्या उद्देशात आम्ही कुठेही कमी पडणार नाही.,2
टप्प्याटप्प्याने आम्ही कामाची व्याप्ती वाढवणार आहोत,2
खेळाडू आणि त्या निमित्ताने खेळाच्या विकासासाठी सतत त्यांच्याबरोबर राहण्याची मोहीम आम्ही निष्ठेने राबवू असे संस्थेचे अध्यक्ष सत्येन पटेल यांनी सांगितले.,2
"‘लक्ष्य’ने नव्याने करारबद्ध केलेल्या १२ खेळाडूंमध्ये बॉक्सिंगपटू अल्फिया पठाण, देविका घोरपडे, आशिष कुमार, कुस्तीगीर दिव्या काकरन, सुनील कुमार, टेबल टेनिसपटू रीत रिश्या, तनिशा कोटेचा, टेनिसपटू आकांक्षा नित्तुरे, जेनिफर वर्गिस, बॅडिमटनपटू स्नेहा शेरॉन, अनिश डेनिइ, प्रतीक देशमुख यांचा समावेश आहे",2
वा सलामीवीर शुभमन गिलचे संयमी शतक आणि अनुभवी विराट कोहलीच्या नाबाद अर्धशतकाच्या जोरावर भारताने ऑस्ट्रेलियाविरुद्धच्या चौथ्या आणि अखेरच्या कसोटी क्रिकेट सामन्याच्या तिसऱ्या दिवसअखेर शनिवारी आपल्या पहिल्या डावात ३ बाद २८९ धावसंख्येपर्यंत मजल मारली.,2
सर्व प्रारूपांत चांगल्या लयीत असलेल्या गिलने २३५ चेंडूंचा सामना करताना १२८ धावा केल्या ज्यामध्ये १२ चौकार व एका षटकाराचा समावेश आहे.,2
कसोटी क्रिकेटमध्ये गिलचे हे दुसरे शतक असून ही त्याची आतापर्यंतची सर्वोच्च धावसंख्या आहे.,2
"गिलने कर्णधार रोहित शर्मासह (५८ चेंडूंत ३५ धावा) पहिल्या गडय़ासाठी ७४, चेतेश्वर पुजारासह (१२१ चेंडूंत ४२ धावा) दुसऱ्या गडय़ासाठी ११३ आणि विराट कोहलीसह (१२८ चेंडूंत नाबाद ५९ धावा) तिसऱ्या गडय़ासाठी ५८ धावांची भागीदारी रचली.",2
भारत अजूनही ऑस्ट्रेलियाच्या पहिल्या डावातील धावसंख्येच्या १९१ धावांनी पिछाडीवर आहे,2
. दिवसाचा खेळ संपला तेव्हा कोहलीसोबत रवींद्र जडेजा (५४ चेंडूंत नाबाद १६) खेळत होता,2
दोघांनीही २० हून अधिक षटकांत ४४ धावा जोडल्या आहेत.,2
भारताने पहिल्या सत्रात ९३ धावा जोडल्या.,2
"मात्र, दुसऱ्या सत्रात त्यांना केवळ ५९ धावाच करता आल्या",2
कारण चेंडू जुना झाल्यामुळे फलंदाजांना फटके मारणे कठीण जात होते.,2
 त्यामुळेच ऑस्ट्रेलियाने ९४ षटकानंतर नवीन चेंडू घेतला.,2
भारताने तिसऱ्या सत्रात १०१ धावा केल्या,2
पण सत्रातील अखेरच्या तासात त्यांनी धिमी फलंदाजी केली.,2
गिलला ऑस्ट्रेलियन गोलंदाजांचा सामना करताना कोणतीच अडचण आली नाही.,2
गिलने नेथन लायनच्या गोलंदाजीवर आपले शतक पूर्ण केले.,2
भारताने तिसऱ्या दिवशी बिनबाद ३६ धावसंख्येच्या पुढे खेळण्यास सुरुवात केली,2
पहिल्या सत्रातच रोहितच्या रूपात त्यांना पहिला झटका बसला.,2
त्याला डावखुरा फिरकीपटू मॅथ्यू कुनमनने बाद केले.,2
रोहित फलंदाजी करताना चांगल्या लयीत दिसत होता,2
रोहितला टिकून खेळता आले नाही,2
मैदानात आलेला चेतेश्वर पुजारादेखील चांगली खेळी करेल असे वाटत होते.,2
चहापानापूर्वी टॉड मर्फीने त्याला पायचीत करत ऑस्ट्रेलियाला दुसरे यश मिळवून दिले.,2
गिलला अखेरच्या सत्रात लायनने पायचीत करत माघारी पाठवले.,2
कोहलीने स्टार्कच्या गोलंदाजीवर दोन चौकार लगावले.,2
"मात्र, जुन्या चेंडूचा सामना करताना फिरकीपटूंसमोर त्याने बचावात्मक खेळ केला.",2
कोहलीने १०७ चेंडूंत आपले अर्धशतक पूर्ण केले.,2
रवींद्र जडेजा खेळत आहे,2
दिल्ली कॅपिटल्स विरोधात गुजरात जायंट्सने नाणेफेक जिंकून प्रथम फलंदाजी करण्याचा निर्णय घेतला होता.,2
त्यानंतर मैदानात उतरलेल्या गुजरातच्या ५ फलंदाजांना दिल्ली कॅपिटल्सची वेगवान गोलंदाज मारिझान कापने पव्हेलियनचा रस्ता दाखवला.,2
सलामीला उतरलेल्या सबिनेनी मेघना आणि लॉरा वॉलवर्थला कापने स्वस्तात माघारी पाठवले.,2
त्यामुळं गुजरातच्या फलंदाजांना मोठी धावसंख्या उभारता आली नाही.,2
गुजरातने ९ गडी गमावत २० षटकात १०५ धावांची मजल मारली.,2
पण त्यानंतर १०६ धावांचं लक्ष्य गाठण्यासाठी दिल्लीच्या धडाकेबाज सलामीवीर फलंदाज शफाली वर्मा आणि कर्णधार मेग लॅनिंग मैदानात उतरली.,2
अवघ्या १९ चेंडूत अर्धशतक ठोकणाऱ्या शिफाली वर्माने दिल्लीला विजयाच्या दिशेनं नेलं.,2
फक्त २८ चेंडूत ७६ धावांची वादळी खेळी करुन शफाली वर्माने दिल्ली कॅपिटल्सला दणदणीत विजय मिळवून दिला.,2
तर कर्णधार मेग लॅनिंगने १५ चेंडूत २१ धावा केल्या,2
शफालीने १० चौकार आणि ५ षटकार मारून चौफेर फटकेबाजी केली.,2
त्यामुळे फक्त ७.१ षटकात १०७ धावा करून दिल्ली कॅपिटल्सने गुजरात जायंट्सचा दारूण पराभव केला.,2
गुजरातसाठी मैदानात फलंदाजीला उतरलेल्या सलामीवीर सबिनेनी मेघनाला भोपळाही फोडता आला नाही.,2
लॉरा वॉलवर्थने फक्त एक धाव केली.,2
कारण मारिझान कापने या दोन्ही फलंदाजांच्या दांड्या गुल केल्या.,2
त्यानंतर हरलीन देओलने डाव सावरण्याचा प्रयत्न केला.,2
हरलीनने १४ चेंडूत २० धावा केल्यानंतर पुन्हा एकदा मारिझानने हरलीनला पायचीत करत पव्हेलियनचा रस्ता दाखवला.,2
त्यानंतर शिखा पांडेच्या गोलंदाजीवर दयालन हेमलता ५ धावांवर असताना बाद झाली.,2
त्यानंतर कापच्या शेवटच्या षटकात सुष्मा वर्माची दांडी गुल झाली. सुष्माने १० चेंडूत फक्त २ धावा केल्या.,2
जॉर्जिया वॅरेहमने २५ चेंडूत २२ धावा केल्या,2
दिल्लीच्या राधा यादवने जॉर्जीयाला क्लीन बोल्ड केलं.,2
तसंच गुजरातची कर्णधार स्नेह राणा शिखा पांडेच्या गोलंदाजीवर बाद झाली.,2
या महिला प्रीमियर लीगमध्ये गुजरात जायंट्स आणि दिल्ली कॅपिटल्स पहिल्यांदाच आमनेसामने उतरले आहेत,2
दिल्लीने यापू्र्वी झालेल्या तीन सामन्यांपैकी २ सामन्यांमध्ये विजय मिळवला आहे.,2
पण गुजरातला तीन सामन्यांमध्ये फक्त एकाच सामन्यात विजय संपादन करता आलं आहे.,2
त्यामुळे गुणतालिकेत वरचा टप्पा गाठण्यासाठी गुजरातच्या संघाला सामना जिंकण्याची गरज आहे.,2
दिल्लीचा मागील सामन्यात मुंबई इंडियन्सने पराभव केला होता.,2
त्यामुळे दिल्ली ४ गुणांसह गुणतालिकेत दुसऱ्या स्थानावर आहे.,2
अहमदाबाद येथील नरेंद्र मोदी स्टेडियमवर भारताचा ऑस्ट्रेलिया विरुद्ध चौथा कसोटी सामना सुरु आहे,2
या सामन्यात शुबमन गिल शानदार फलंदाजी करत आहे.,2
पाहुण्या संघाच्या ४८० धावांच्या प्रत्युत्तरात टीम इंडियाने चांगली सुरुवात केली.,2
यादरम्यान गिलने कसोटी क्रिकेटमधील दुसरे शतकही पूर्ण केले.,2
या खेळीदरम्यान गिलने मिचेल स्टार्कची जोरदार धुलाई करताना विश्वविक्रम केला.,2
"शुबमन गिल आता एकदाही बाद न होता, कसोटी क्रिकेटमध्ये स्टार्कविरुद्ध सर्वाधिक धावा करणारा खेळाडू बनला आहे.",2
यापूर्वी हा विक्रम पाकिस्तानचा माजी कर्णधार युनूस खानच्या नावावर होता.,2
युनूस खानने पहिल्यांदा आऊट होण्यापूर्वी ऑस्ट्रेलियन डावखुरा वेगवान गोलंदाजाविरुद्ध ११२ धावा केल्या होत्या,2
मात्र अहमदाबाद कसोटीत गिलने त्याचा विक्रम मोडला आहे.,2
वृत्त लिहिपर्यंत शुबमन गिलने वैयक्तिक धावसंख्या १०३ पर्यंत पोहोचवली,2
डावात त्याने आतापर्यंत १० चौकार आणि १ आकाशी षटकार लगावला आहे.,2
टीम इंडियाने तिसऱ्या दिवसाची सुरुवात ३६ धावांपासून केली.,2
भारताने पहिल्या सत्रात एकूण ९३ धावा जोडल्या.,2
त्याचबरोबर लंच ब्रेकपर्यंत धावफलकावर १ गडी गमावून १२९ धावा केल्या होत्या,2
"टीम इंडियाने आतापर्यंत कर्णधार रोहित शर्माच्या रूपाने एकमेव विकेट गमावली आहे,",2
ज्याला ३५ च्या वैयक्तिक स्कोअरवर कुहनेमनने पॅव्हेलियनचा रस्ता दाखवला.,2
स्टीव्ह स्मिथने नाणेफेक जिंकून प्रथम फलंदाजी करण्याचा निर्णय घेतला होता.,2
त्याचा निर्णय उस्मान ख्वाजा आणि कॅमेरून ग्रीन यांनी योग्य असल्याचे सिद्ध केले,2
ख्वाजाने ४२२ चेंडूंचा सामना करत २१ चौकारांच्या मदतीने १८० धावा केल्या,2
तर कॅमेरून ग्रीनने ११४ धावा करत आपले पहिले कसोटी शतक झळकावले.,2
ख्वाजाने खेळलेले हे चेंडू भारत दौऱ्यावर ऑस्ट्रेलियाच्या कोणत्याही फलंदाजाने खेळलेले सर्वाधिक चेंडू आहेत.,2
या कालावधीत रविचंद्रन अश्विनने भारतासाठी सर्वाधिक ६ विकेट घेतल्या.,2
अश्विनने या काळात माजी दिग्गज भारतीय फिरकी गोलंदाज अनिल कुंबळेचे तीन विक्रम मोडले.,2
अश्विन आता कोणत्याही देशाविरुद्ध सर्वाधिक विकेट घेणारा भारतीय गोलंदाज बनला आहे.,2
यासोबतच मायदेशात सर्वाधिक ५ विकेट घेण्याचा भारतीय गोलंदाजाचा विक्रमही त्याच्या नावावर आहे.,2
त्याचबरोबर बॉर्डर गावसकर ट्रॉफीत सर्वाधिक विकेट घेणारा गोलंदाज ठरला आहे.,2
यूपी वॉरियर्स आणि मुंबई इंडियन्स यांच्यात काल मुंबईच्या बेब्रॉन स्टेडियमध्ये महिला प्रीमियर लीगचा १० वा सामना रंगला.,2
यूपी वॉरियर्सची कर्णधार अॅलिसा हिलीच्या अर्धशतकाच्या जोरावर यूपीने मुंबईला १६० धावांचं आव्हान दिलं होतं.,2
त्यानंतर लक्ष्य गाठण्यासाठी मैदानात उतरलेल्या मुंबईच्या फलंदाजांनी यूपीच्या गोलंदाजांचा चांगलाच समाचार घेतला.,2
"कर्णधार हरमीनप्रीत कौरच्या धडाकेबाज अर्धशतकामुळं, तसेच यास्तिका भाटिया आणि सिवर ब्रंटच्या आक्रमक खेळीने मुंबईला १६० धावांचं लक्ष्य गाठून दिलं.",2
मुंबईने डब्ल्यूपीएलमध्ये सलग चौथ्या विजयावर शिक्कामोर्तब केलं,2
पण या सामन्यात सर्वांना आश्चर्याचा धक्का देणारी गोष्ट घडली.,2
अकरावे षटक सुरु असताना मुंबईची कर्णधार हरमनप्रीतने दुसऱ्या चेंडूचा सामना केला,2
अंजली हे षटक टाकत असताना हरमनप्रीत अवघ्या ७ धावांवर होती.,2
पण षटकातील दुसरा चेंडू हरमनप्रीतला लेग साईडच्या दिशेनं चकवा देत थेट स्टंपला लागला.,2
चेंडू स्टंपला लागल्यानंतर एलईडी लाईटही लागली.,2
पण स्टंपवर असलेल्या बेल्स पडल्या नाहीत,2
सर्व खेळाडू बघतच राहिले.,2
त्यानंतर अंपायरने चेंडू वाईड असल्याचा निर्णय दिला.,2
मुंबई इंडियन्सकडून कर्णधार हरमनप्रीत कौर ( नाबाद ५३ धावा) आणि नेट सिवर ब्रंटने (नाबाद ४५ धावा) तिसऱ्या विकेटसाठी १०६ धावांची भागिदारी केली.,2
मुंबईने १७.१ षटकात २ विकेट्स गमावत १६० धावांचं लक्ष्य गाठलं आणि यूपीचा पराभव केला.,2
हरमनप्रीतने ३३ चेंडूंच्या नाबाद ५३ धावांच्या खेळीत ९ चौकार आणि एक षटकार ठोकला.,2
सिवर ब्रंटने ३१ चेंडूत ४५ धावा कुटल्या,2
सिवरने ६ चौकार आणि १ षटकार मारला,2
मुंबईचा या टूर्नामेंटमेंटमध्ये सलग चौथा विजय झाल्याने गुणतालिकेत ८ गुणांसह मुंबई इंडियन्स अव्वल स्थानावर पोहोचली आहे.,2
जागतिक बॉक्सिंग स्पर्धेत वजन गट वाढवून खेळणारी भारताची आघाडीची खेळाडू लवलिना बोरगोहेनची तीन कांस्यपदके पुरी झाली,2
आता लक्ष्य फक्त सुवर्णपदकाचे अशी दुर्दम्य इच्छाशक्ती व्यक्त केली.,2
याच महिन्यात सुरू होणाऱ्या जागतिक अजिंक्यपद बॉक्सिंग स्पर्धेत लवलिना ७५ किलो वजन गटातून खेळणार आहे.,2
"यापूर्वी, लवलिनाने ६९ किलो वजन गटातून खेळताना जागतिक स्पर्धेत दोन आणि टोक्यो ऑलिम्पिक स्पर्धा अशी तीन कांस्यपदके मिळवली आहेत.",2
आता भारतातच १५ मार्चपासून सुरू होणाऱ्या जागतिक स्पर्धेत लवलिनाने वजन गट वाढवण्याचा निर्णय घेतला.,2
या वेळी ती प्रथमच ७५ किलो गटातून आंतरराष्ट्रीय स्पर्धेत खेळणार आहे,2
"हा बदल निश्चितच माझ्या पदकाचा रंग बदलण्यासाठी महत्त्वाचा ठरेल, असे लवलिनाने सांगितले.",2
या स्पर्धेत लवलिनाबरोबरच निकहत झरीनच्या कामगिरीकडे चाहत्यांच्या नजरा लागून असतील.,2
निकहत मायदेशात आपले सुवर्णपदक टिकवण्याचा प्रयत्न करेल.,2
लवलिना २०१८ आणि २०१९ स्पर्धेत तिसऱ्या स्थानावर राहिली होती.,2
"ती म्हणाली, ‘‘मी नेहमीच शंभर टक्के योगदान देण्याचा विचार करून रिंगमध्ये उतरते.",2
सुवर्णपदक मिळवू न शकल्याची खंत मलादेखील आहे.,2
भारताची आघाडीची तिहेरी उडीपटू ऐश्वर्या बाबूवर राष्ट्रीय उत्तेजक प्रतिबंधक संस्थेच्या (नाडा) शिस्तपालन समितीने चार वर्षांची बंदी घातली आहे,2
. गेल्या वर्षी राष्ट्रीय स्पर्धेदरम्यान घेण्यात आलेल्या चाचणीत ऐश्वर्याने ‘ओस्टारीन’ या बंदी घातलेल्या उत्तेजक द्रव्याचे सेवन केल्याचे निष्पन्न झाले होते.,2
ऐश्वर्याला १३ फेब्रवारी रोजी ‘नाडा’च्या शिस्तपालन समितीकडून बंदीचे पत्र मिळाले होते.,2
या बंदीला आव्हान देण्यासाठी तिच्याकडे ६ मार्चपर्यंतचा कालावधी आहे.,2
२५ वर्षीय ऐश्वर्या गेल्या वर्षी बर्मिगहॅम येथे झालेल्या राष्ट्रकुल स्पर्धेत भारताचे प्रतिनिधित्व करणार होती,2
परंतु जागतिक उत्तेजक प्रतिबंधक संस्थेने (वाडा) बंदी घातलेले उत्तेजक द्रव्य शरीरात आढळल्याने ऐश्वर्या आणि धावपटू एस. धनलक्ष्मी यांना राष्ट्रकुल स्पर्धेसाठीच्या भारतीय चमूतून वगळण्यात आले होते.,2
गेल्या वर्षी १३ व १४ जूनला चेन्नई येथे झालेल्या आंतरराज्य अजिंक्यपद राष्ट्रीय स्पर्धेदरम्यान ऐश्वर्याची चाचणी घेण्यात आली होती,2
या स्पर्धेत ऐश्वर्याने तिहेरी उडीमध्ये सुवर्णपदकाची कमाई करतानाच १४.१४ मीटर अंतराचा राष्ट्रीय विक्रम रचला होता.,2
उत्तेजक सेवनात दोषी आढळल्यामुळे गेल्या वर्षी जुलैमध्येच ऐश्वर्यावर तात्पुरती बंदी घालण्यात आली होती.,2
त्यामुळे चार वर्षांच्या बंदीपैकी तिचा सहा महिन्यांचा कालावधी पूर्ण झाला आहे,2
"फ्रान्सचे माजी दिग्गज फुटबॉलपटू, १९५८च्या विश्वचषक स्पर्धेत विक्रमी १३ गोल झळकावणारे जस्ट फॉन्टेन यांचे बुधवारी निधन झाले.",2
ते ८९ वर्षांचे होते.,2
स्वीडन येथे झालेल्या १९५८ सालच्या विश्वचषक स्पर्धेसाठी फॉन्टेन यांचा अखेरच्या क्षणी फ्रान्सच्या संघात समावेश करण्यात आला होता.,2
