sentence,English Translation ,Sentiment,Source,Index,index
اب اس کی آنکھیں ہر وقت بند کیوں رہتی ہیں۔,Now why is his eyes closed all the time,Neutral,https://www.instagram.com/reel/Ck3x9mFDApU/?utm_source=ig_web_copy_link,0,0
فعلا والله,"Really, I swear.",Positive,https://www.instagram.com/reel/Ck3x9mFDApU/?utm_source=ig_web_copy_link,1,2
یہ سب سے زیادہ مزاحیہ حصہ ہے,this is the most hilarious part,Positive,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,1,2
اس نے صحیح وقت کا سامنا کیا,he faced the right time ,Positive,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,1,2
اونٹ نے کہا مارو,The camel said get hit ,Negative,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,-1,1
یہ بوریت الجھ گئی ہے۔,This boredom is messed up ,Negative,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,-1,1
شاید,Probably,Neutral,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,0,0
ہاں میں قسم کھاتا ہوں۔,Yes I swear,Positive,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,1,2
تم حاملہ ہو عزیز,you are pregnant dear ,Negative,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,-1,1
خواتین کے ساتھ بیٹھا ہا ہا,Sitting with the ladies ha ha,Neutral,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,0,0
قتلتني,you killed me,Negative,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,-1,1
ٹھیک ہے کیوں؟,Okay why,Positive,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,1,2
ایماندار ہو,Be honest,Positive,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,1,2
تم ہمارا دودھ کیوں پیتے ہو، اسے بتاؤ,"Why do you drink our milk, tell him ",Neutral,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,0,0
یہ گم شدہ ہیں۔,These are the lost ones ,Neutral,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,0,0
ہوشیار رہو، سورج گر جائے گا,"be careful, the sun will fall ",Negative,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,-1,1
ههههههههه الحظ,hahaha luck,Positive,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,1,2
دشمنی ذاتی تھی۔,The rivalry had a personal one ,Negative,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,-1,1
اس نے خود کو بنایا، کچھ نہیں ہوا,"he made himself, nothing happened",Neutral,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,0,0
اوہ خدا، ہم اس کے دل کو بھڑکاتے ہیں، ایک زبردست ضرب,"Oh God, we ignite his heart, a strong blow",Neutral,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,0,0
اوہ,Oh ,Positive,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,1,2
خرب التصوير,Photo bomber,Negative,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,-1,1
جب آپ بیٹھے ہوتے ہیں تو بدقسمتی آپ پر آتی ہے۔,Misfortune comes to you while you are sitting down,Negative,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,-1,1
اور کیوں,And why ,Positive,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,1,2
ماعد,No more,Negative,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,-1,1
میرا راز ایک راز ہے۔,My secret is a secret.,Positive,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,1,2
وہ اب بھی دودھ پینے والا ہے۔,he is still a milk drinker,Negative,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,-1,1
جادو ٹونے کا غریب بیگ,poor bag of witchcraft ,Neutral,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,0,0
ایسا لگتا ہے کہ وہ اس سے نفرت کرتا ہے۔,He looks like he hates him ,Negative,https://www.instagram.com/reel/Cj206EkooOa/?utm_source=ig_web_copy_link,-1,1
ترا كتير لطيف,You look very nice,Positive,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,1,2
جھوٹا ہے,is a liar,Negative,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,-1,1
افحمته,understand,Positive,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,1,2
احترم نفسك أحسن لك,Better respect yourself,Positive,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,1,2
عليه افضل الصلاة والسلام,peace be up on him,Positive,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,1,2
صلى الله عليه و سلم,Peace and blessings of Allah be upon him,Positive,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,1,2
الكلب هو النجس مو القطه,"The dog is unclean, not the cat",Negative,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,-1,1
جاتهم بسه واخترعوا طبيعي شي,They settled down and invented something natural,Positive,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,1,2
اللهم صلِّ على سيدنا محمد ,"O Allah, bless our master Muhammad 🌺",Positive,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,1,2
نحني ولله ,"We bow, I swear 😂😂",Positive,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,1,2
تعقلي ,come to your senses 🤣🤣🤣,Neutral,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,0,0
تقبل الله ,May Allah accept 😂😂,Positive,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,1,2
اهههخ بطني,Oh 😭😭😭 my stomach,Negative,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,-1,1
وضع اختي كل يووووم,My sister's situation all day 😂😂😂😂,Neutral,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,0,0
ك,kids are such a nuisance,Neutral,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,0,0
فهمتك,i got you,Positive,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,1,2
الله,Allah,Positive,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,1,2
متتت,I died 😂😂😂,Negative,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,-1,1
شفتني,you saw me,Positive,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,1,2
من الخشوع,Out of reverence 😂😂😂😂😂,Neutral,https://www.instagram.com/reel/ClGSEjtoVAa/?utm_source=ig_web_copy_link,0,0
هذا مو صوتها الحقيقي هي تزامن مع الأغنية بس,This is the real sound of the song,Neutral,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,0,0
اذا ما نجحت بالدراسة تنجح كمغنية ,"If you succeed in school, you will succeed in music 😁🙂  😅😂😭",Neutral,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,0,0
تشبه يونا من سنسد,She looks like yona from snsd😍,Positive,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,1,2
_سبحان الله و بحمده,_Glory be to Allah and Praise be to Him,Neutral,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,0,0
_الله اكبر,_Allah is the greatest,Positive,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,1,2
_استغفر الله,_I ask Allah for forgiveness,Neutral,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,0,0
اللهم صل و سلم و بارك على سيدنا محمد و على اله و صحبه اجمعين,May Allah's blessings and peace be upon our master Muhammad and his family and companions,Positive,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,1,2
متصالحه مع نفسها,At peace with herself,Positive,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,1,2
بقول تعوف الدراسة وتروح تشتغل مغنية احسن صوتها جميل,She says she finishes school and goes to work as a singer with a beautiful voice 😂,Neutral,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,0,0
صوتها يجنن,Her voice is going crazy,Negative,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,-1,1
تمثل واقعنا,It represents our reality,Neutral,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,0,0
والعباس صح,And Abbas is right,Neutral,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,0,0
لأنها قناعتك، صوتها يجنن,"Coz its your mask👍👍, her voice is crazy",Positive,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,1,2
حالتي:,My status:,Neutral,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,0,0
صوتها يجنن ,Her voice is insane 🫶🏻🤍,Negative,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,-1,1
والله صح,I swear it's true,Neutral,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,0,0
الصوت تحفه يارتني املك واحد مثله,"The voice is amazing, I wish I had one like him❤️",Positive,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,1,2
تخيلو ما درست شي جبت 16من,"Imagine that you didn't study anything, you got 16 out of 20",Positive,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,1,2
لا يجوز نشر صور النساء,Women's photos are not allowed to be published,Neutral,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,0,0
صوتها حلو,Her voice is sweet,Positive,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,1,2
تعال و طلعني من الفيد,Come get me out of the feed,Neutral,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,0,0
مش الاصلي,Not the original,Negative,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,-1,1
صوتها يجنن ,Her voice is crazy ❤️❤️,Positive,https://www.instagram.com/reel/CloxsHrgpa-/?utm_source=ig_web_copy_link,1,2
مشاء الله تعلمت وحصلت حلو ,مشاء الله تعلمت وحصلت حلو 😔,Positive,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,1,2
ماك مليان,Mac is full,Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
الدراسة الحلوة ..!ㅤ,The sweet study 🤝🏻💓💓💓..!,Positive,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,1,2
اللهم ارزقنا جميعاً هل دراسات !,May Allah grant us all such studies ❤️🔥!,Positive,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,1,2
امها داعية لها ,Her mama be praying for her 😩😅💕💕,Positive,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,1,2
احس الكوريات يكولن خلصن شبابنهالحلوه علينه,I feel like Koreans say that they are done with our youth يك The beauty is on us,Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
العلم ينادينا ب كوريا ,Science is calling us Korea 🏃,Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
بعيد الفيديو كل ما حسيت حالي متكاسلة ادعولي ,"After the video, whenever I feel lazy, pray for me 🤝🏻",Negative,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,-1,1
احم شكلي بروح ادرس بكوريا,"Protect my appearance, I will go study in Korea",Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
اول مره احب الدراسة,For the first time I like studying😭😭,Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
اللي يحزن ان اغلبهم مو مسلمين وما يعترفون بالإسلام ، بس نقدر نقنعهم,"What is sad is that most of them are not Muslims and they do not recognize Islam, but we can convince them",Negative,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,-1,1
الله يرزقنة هل دراسة,May God bless us with this study,Positive,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,1,2
مشاءالله تخرجت بدرجة 99%,MashaAllah Graduated with 99%,Positive,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,1,2
والله كله مو مهم غير تحصل شخص يحترمك ويقدرك,"By God, everything is not important unless you get someone who respects and appreciates you",Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
إلى كوريا والحافظ الله ادعولي اتخرج واصير ستاف جيسو,To Korea and God bless me to graduate and become Jisoo's staff,Positive,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,1,2
ولله الدراسة حلوووة,I swear studying is sweet🌚🙂💗,Positive,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,1,2
شكلي وانا باقي لي سنه واروح هناك,It looks like I have a year left and I will go there 😭😭😭😭😭😭,Negative,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,-1,1
انا بدي اروح عشان الدراسة اصلا,I want to go to study anyway,Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
تعب سنين ,ired for years 😂😔,Negative,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,-1,1
احتاج هاي الدراسه,I need this study,Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
انشاء الله انا بعد,"God willing, I am still",Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
يالله بنات مشينا كوريا ندرس,"Come on girls, let's go to Korea to study 🚶🏻 ",Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
كيف احصل عليه من غير ما اروح كوريا ,How can I get it without going to Korea 🙂,Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
كم سعر التذكره في فلسطين؟,How much is a ticket in Palestine?,Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
يلا بروح ادرس بكوريا!! ,Let's go study in Korea!! 🏃🏻 ♀️✨,Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
ربي وانت ربي ,My Lord and you are my Lord 😍,Positive,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,1,2
بنات ابغى احجز تذكره عشان الدراسه مين تبغى تخاويني ,"Girls, I want to book a ticket to study. Who wants to betray me? 😂",Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
ربي ارزقنا دراسة تنفعنا زي ما نفعت ذي الاخت مع الستر و الطاعه ,"My Lord, grant us a study that benefits us as the sister did with covering and obedience 😂❤️",Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
الى كوريا بعد التخرج آن شاء الله ,Back to Korea after graduation God willing 😔🚶,Positive,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,1,2
كلنا نحب هاذي الدراسة ,We all love this study 👽💗,Positive,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,1,2
اختي الكبيرة كمان تعيش بكوريا الجنوبية ,My older sister also lives in South Korea 😭😭.,Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
ليش جاي تقلدون الگيوب الكوري,Why are you imitating Korean pockets?,Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
صرت احب الدراسة -اروح ادور تخصص يرميني بكوريا-,I love studying now - I am going to look for a major that throws me in Korea-,Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
طب ودوني ادرس ,Ok and don't study 😂💔,Negative,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,-1,1
م شاء الله مالت على وعلى حظي,"Mashallah, what happened to me and my luck 😭💔",Negative,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,-1,1
يارب كلنة هيج نحصل ,"Oh God, we all get the same 😂",Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
رايحه أدرس بكوريا ,I am going to study in Korea 😂❤️,Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
"ركزوا على الدراسة حبايب",Concentrate on your study my dears,Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
عقبال عنا صبايا,Wish us girls 😭😭😭🙏😩,Neutral,https://www.instagram.com/reel/Cl6I4hOjRQl/?utm_source=ig_web_copy_link,0,0
من طفل صغير الى رجل عظيم ، ,"From a little boy to a great man, ✨✨",Positive,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,1,2
قولوا لجونغكوك الصغير إنه نجح وصار اشهر مغني بالعالم وانه قدم اعظم اداء عرفه كأس العالم ليومنا هذا وقولوله إنه خله أهله وناسه واصدقاءه وبانقتانه فخورين بي وانه كسب محبة وقلوب الناس، قولوا له انه صنع شخصية عظيمة خُلدت بالتاريخ وما راح ينساها أحد، جيون جونغ كوك إنتَ الإبداع بحد ذاته ,"Tell the young Jungkook that he succeeded and became the most famous singer in the world, and that he gave the greatest performance of the World Cup known to date, and tell him that he made his family, his people and friends proud of me, and that he won the love and hearts of people, tell him that he created a great character immortalized in history and will not be forgotten by anyone, Jeon Jungkook you are so creative himself ❤️",Positive,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,1,2
صغيري هو مر بكثر اشياء وكان ولا زال اعظم رجل مثالي بكل شي يقدمه,My baby boy has been through so much and was still the most perfect man with everything he has to offer🥺,Positive,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,1,2
نفس افكاري الحالية,Same thoughts as I am currently,Neutral,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,0,0
الفيد دخل بعيني ما عليكم ,"I saw the feed, what do you have to do 😭😭😭😭😭💜✨",Negative,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,-1,1
و الحين هالطفل الصغير اصبح رجل عظيم و رفع اسم بلده و غنا امام القادة و الروساء و شق طريقه للقمة جيون جونغكوك نحن فخورين بك و نحن معك حتى لو دخلت الجيش ما رح ننساك و اذا طلعت رح نفرح و بعد الله يهديك للاسلام و ما ياخذ روحك الا و هو راضي عنك يا اوسم الوسيمين يا احلى انسان بالعالم انت تستحق كل الغير و ان تبقى بالقمة يا عمري❤️,"And now this little boy became a great man and raised the name of his country and sang in front of leaders and queens and made his way to the top Jeon Jungkook we are proud of you and we are with you even if you join the army we will not forget you and if you get out we will be happy and after that God guides you to Islam and what takes your soul Unless he is satisfied with you, the most handsome, the sweetest person in the world, you deserve all the other, and to stay on top, my life ❤️                                                                                                                                                                                                                                                                                                                                                                         ",Positive,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,1,2
انت بنفسك انجاز حلو غير كتيير ناس لأحسن ,You yourself are a beautiful achievement unlike many people 💜,Positive,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,1,2
الحايط دخل بعيني  حبيبي صرت الماكني الذهبي,"The wall entered my eyes 😢 My love, you became my golden place",Positive,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,1,2
هي تكلمهههه!!!!! ابيه,SHE SPOKEN IT UP!!!!! His father,Neutral,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,0,0
ما اسامحك دموعي وش يوقفها,"I won't forgive you, my tears can't stop them",Negative,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,-1,1
من طفل ضائع الى رجل موهوب ,From a lost child to a talented man 😢👏,Positive,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,1,2
المشاعر بحجيهم,Feelings with their speeches 😭✨,Negative,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,-1,1
سياره دخلت بعيني,a car right in front of my eyes,Neutral,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,0,0
ممكن اسم الاغنية؟,Can you name the song?,Neutral,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,0,0
مثلي الاعلى,My role model 💜💜💜,Positive,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,1,2
مين بيقطع بصل هنا,Who is cutting onions here م😭,Neutral,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,0,0
نعم أنت أستطعت ياروحي أنت وأصبحت أكبر وأشهر أيدول ووصلت للعالميه تهانينا,Yes you did it baby you😢 your getting bigger and more famous idol and you made it to the international congrats❤️,Positive,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,1,2
احبهم ,I love them 🥺 احب,Positive,https://www.instagram.com/reel/ClDwb2poJRg/?utm_source=ig_web_copy_link,1,2
مجھے نہ ستاؤ,Do not tease me.,Negative,https://www.urdupod101.com/blog/2020/05/10/angry-phrases-in-urdu/,-1,1
ولله هاد لموضوع بده سيجارة وصفنة,"I swear to God, this is a topic that needs a cigarette and a recipe",Negative,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,-1,1
بقص ايدي,Cut my hands,Negative,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_linkk,-1,1
اكيد نركيله افضل,Sure we kick it better,Negative,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,-1,1
شني انت,what are you,Neutral,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,0,0
باخ ريحة فيها كحول ونسبة تلقاها90%,A smell that contains alcohol and a ratio of 90% ,Negative,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,-1,1
كاعد يشرب كولا وين كحول,He is drinking Cola and Alcohol,Negative,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,-1,1
ليش البنات تعيش اكثر من الشباب :,Why girls live longer than boys:,Negative,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,-1,1
لاا مشان تخدمونا بكلشي,"No, to serve us with everything",Negative,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,-1,1
هذه السبب يعني ؟,That's why you mean ?,Neutral,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,0,0
هذا بحياتة ما يدخن بعد ,This is literally what he still smokes 😂,Negative,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,-1,1
شكلها قداحة مسروقة,😂😂😂😂 looks like a stolen lighter,Negative,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,-1,1
يمسخم,get dirty,Negative,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,-1,1
انا اسفة بس ضحكتت,I'm sorry but I laughed 😂😂😂😭😭😭,Negative,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,-1,1
بيولع بتنين,He lit up a dragon,Negative,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,-1,1
ماخذ شاور بالعطر,Take a shower with perfume,Negative,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,-1,1
اول طريق الشهرة,The first road to fame,Negative,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,-1,1
قصدك انت الي هربت بدل ما تنقذ صاحبك,You mean you ran away instead of saving your friend ,Negative,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,-1,1
بہتر ہے کہ وہ سگریٹ نوشی کرے۔,He better be smoking,Negative,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,-1,1
اور وہ کہتا ہے کہ آپ اپارٹمنٹ خرید سکتے ہیں۔,And he says you can afford an apartment ,Negative,https://www.instagram.com/reel/Ck_JyIrqRgG/?utm_source=ig_web_copy_link,-1,1
حلاااااال فيها ال9 شهور,Halal in the 9 months 🔥,Negative,https://www.instagram.com/reel/ClL2GMOrRRh/?utm_source=ig_web_copy_link,-1,1
غریب باپ,Poor Father,Negative,https://www.instagram.com/reel/ClL2GMOrRRh/?utm_source=ig_web_copy_link,-1,1
بنات حواء مشكله والله ,"Eve's daughters are a problem, I swear 😂",Negative,https://www.instagram.com/reel/ClL2GMOrRRh/?utm_source=ig_web_copy_link,-1,1
بنات حواء مشكله والله ,Eve's daughters are a problem ,Negative,https://www.instagram.com/reel/ClL2GMOrRRh/?utm_source=ig_web_copy_link,-1,1
بیٹیاں ایک مسئلہ ہیں,daughters are a problem,Negative,https://www.instagram.com/reel/ClL2GMOrRRh/?utm_source=ig_web_copy_link,-1,1
لا نعمه,no grace 😒,Negative,https://www.instagram.com/reel/ClL2GMOrRRh/?utm_source=ig_web_copy_link,-1,1
سکون سے آرام کرو,Rest in Peace,Negative,https://www.instagram.com/reel/ClL2GMOrRRh/?utm_source=ig_web_copy_link,-1,1
ههههه مراح يخلص من ايد مرته ,"Haha, he won't get rid of his wife's hands 😂",Negative,https://www.instagram.com/reel/ClL2GMOrRRh/?utm_source=ig_web_copy_link,-1,1
اذا تجيبلي مثل هيج بنت نسوي 30 طفله مو بس وحده,"If you bring me a girl like this, I will have 30 children, not only one.🥲💋",Negative,https://www.instagram.com/reel/ClL2GMOrRRh/?utm_source=ig_web_copy_link,-1,1
مجھے اپنی بیٹی سے پیار نہیں تھا۔,I didn't love my daughter,Negative,https://www.instagram.com/reel/ClL2GMOrRRh/?utm_source=ig_web_copy_link,-1,1
زين بنتي,Decorate my daughter🙂♥💋,Negative,https://www.instagram.com/reel/ClL2GMOrRRh/?utm_source=ig_web_copy_link,-1,1
ليش مستحيل تاخذ هيج بنت.؟,Why is it impossible to marry such a girl.?,Neutral,https://www.instagram.com/reel/ClL2GMOrRRh/?utm_source=ig_web_copy_link,0,0
مافهمت :),I don't understand :),Neutral,https://www.instagram.com/reel/ClL2GMOrRRh/?utm_source=ig_web_copy_link,0,0
يفدوة,Fuck it,Negative,https://www.instagram.com/reel/ClL2GMOrRRh/?utm_source=ig_web_copy_link,-1,1
صوتهم أعمق من المحيط الأطلسي ,Their voice is deeper than the Atlantic ocean ❤️🌏,Positive,https://www.instagram.com/reel/Cjn9QqGouWL/?utm_source=ig_web_copy_link,1,2
